56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,39,29,20,20,20,20,21,20,20,20,20,27,39,39,39,39,29,20,20,20,20,23,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,76,77,39,29,20,20,20,20,23,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,39,29,20,20,20,20,22,20,20,20,20,27,39,39,39,39,29,20,20,20,20,21,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,86,87,39,29,20,20,20,20,21,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,39,29,20,20,20,20,20,20,20,20,20,27,39,76,77,39,29,20,20,20,20,22,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,39,39,39,29,20,20,20,20,22,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,39,29,20,20,20,20,23,20,20,20,20,27,39,86,87,39,29,20,20,20,20,20,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,39,39,39,29,20,20,20,20,20,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,39,29,20,20,20,20,21,20,20,20,20,27,39,39,39,39,29,20,20,20,20,23,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,39,39,39,29,20,20,20,20,23,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56
56,56,56,56,56,56,56,56,56,48,49,50,51,56,56,56,56,56,56,56,56,47,39,39,29,20,20,20,20,22,20,20,20,20,27,39,39,39,39,29,20,20,20,20,21,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,39,39,39,29,20,20,20,20,21,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56
56,56,56,56,56,56,56,56,56,58,59,60,61,56,56,56,56,56,56,56,56,47,39,39,29,20,20,20,20,20,20,20,20,20,27,39,39,39,39,29,20,20,20,20,22,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,76,77,39,29,20,20,20,20,22,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56
56,56,56,56,56,56,56,56,56,52,53,54,55,56,56,56,56,56,56,56,56,47,39,39,29,20,20,20,20,23,20,20,20,20,27,39,76,77,39,29,20,20,20,20,20,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,86,87,39,29,20,20,20,20,20,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56
56,56,56,56,56,56,56,56,56,62,63,64,65,56,56,56,56,56,56,56,56,47,39,39,29,20,20,20,20,21,20,20,20,20,27,39,86,87,39,29,20,20,20,20,23,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,39,39,39,29,20,20,20,20,23,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56
56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,39,29,20,20,20,20,22,20,20,20,20,27,39,39,39,39,29,20,20,20,20,21,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,47,39,39,39,39,29,20,20,20,20,21,20,20,20,20,27,39,39,45,56,56,56,56,56,56,56,56,56,56,56,56,56
